date,date2,c,currency,1,rus_currency,num
12.02.2020,12.02.2020,978,EUR,1,Евро,69.7684
13.02.2020,13.02.2020,840,USD,1,Доллар США,63.047
13.02.2020,13.02.2020,978,EUR,1,Евро,68.7843
14.02.2020,14.02.2020,840,USD,1,Доллар США,63.6016
14.02.2020,14.02.2020,978,EUR,1,Евро,69.1795
15.02.2020,15.02.2020,840,USD,1,Доллар США,63.4536
15.02.2020,15.02.2020,978,EUR,1,Евро,68.771
16.02.2020,16.02.2020,840,USD,1,Доллар США,63.4536
16.02.2020,16.02.2020,978,EUR,1,Евро,68.771
17.02.2020,17.02.2020,840,USD,1,Доллар США,63.4536
17.02.2020,17.02.2020,978,EUR,1,Евро,68.771
18.02.2020,18.02.2020,840,USD,1,Доллар США,63.3085
18.02.2020,18.02.2020,978,EUR,1,Евро,68.6201
19.02.2020,19.02.2020,840,USD,1,Доллар США,63.7698
19.02.2020,19.02.2020,978,EUR,1,Евро,69.0882
20.02.2020,20.02.2020,840,USD,1,Доллар США,63.6873
20.02.2020,20.02.2020,978,EUR,1,Евро,68.7823
21.02.2020,21.02.2020,840,USD,1,Доллар США,63.7413
21.02.2020,21.02.2020,978,EUR,1,Евро,68.7705
22.02.2020,22.02.2020,840,USD,1,Доллар США,64.3008
22.02.2020,22.02.2020,978,EUR,1,Евро,69.4191
23.02.2020,23.02.2020,840,USD,1,Доллар США,64.3008
23.02.2020,23.02.2020,978,EUR,1,Евро,69.4191
24.02.2020,24.02.2020,840,USD,1,Доллар США,64.3008
24.02.2020,24.02.2020,978,EUR,1,Евро,69.4191
25.02.2020,25.02.2020,840,USD,1,Доллар США,64.3008
25.02.2020,25.02.2020,978,EUR,1,Евро,69.4191
26.02.2020,26.02.2020,840,USD,1,Доллар США,64.9213
26.02.2020,26.02.2020,978,EUR,1,Евро,70.4591
27.02.2020,27.02.2020,840,USD,1,Доллар США,65.5177
27.02.2020,27.02.2020,978,EUR,1,Евро,71.2439
28.02.2020,28.02.2020,840,USD,1,Доллар США,65.6097
28.02.2020,28.02.2020,978,EUR,1,Евро,71.6458
29.02.2020,29.02.2020,840,USD,1,Доллар США,66.9909
29.02.2020,29.02.2020,978,EUR,1,Евро,73.7235
01.03.2020,01.03.2020,840,USD,1,Доллар США,66.9909
01.03.2020,01.03.2020,978,EUR,1,Евро,73.7235
02.03.2020,02.03.2020,840,USD,1,Доллар США,66.9909
02.03.2020,02.03.2020,978,EUR,1,Евро,73.7235
03.03.2020,03.03.2020,840,USD,1,Доллар США,66.3274
03.03.2020,03.03.2020,978,EUR,1,Евро,73.4178
04.03.2020,04.03.2020,840,USD,1,Доллар США,66.4437
04.03.2020,04.03.2020,978,EUR,1,Евро,73.9385
05.03.2020,05.03.2020,840,USD,1,Доллар США,66.0784
05.03.2020,05.03.2020,978,EUR,1,Евро,73.7369
06.03.2020,06.03.2020,840,USD,1,Доллар США,66.1854
06.03.2020,06.03.2020,978,EUR,1,Евро,73.6842
07.03.2020,07.03.2020,840,USD,1,Доллар США,67.5175
07.03.2020,07.03.2020,978,EUR,1,Евро,75.8424
08.03.2020,08.03.2020,840,USD,1,Доллар США,67.5175
08.03.2020,08.03.2020,978,EUR,1,Евро,75.8424
09.03.2020,09.03.2020,840,USD,1,Доллар США,67.5175
09.03.2020,09.03.2020,978,EUR,1,Евро,75.8424
10.03.2020,10.03.2020,840,USD,1,Доллар США,67.5175
10.03.2020,10.03.2020,978,EUR,1,Евро,75.8424
11.03.2020,11.03.2020,840,USD,1,Доллар США,72.0208
11.03.2020,11.03.2020,978,EUR,1,Евро,81.8588
12.03.2020,12.03.2020,840,USD,1,Доллар США,71.472
12.03.2020,12.03.2020,978,EUR,1,Евро,81.0207
13.03.2020,13.03.2020,840,USD,1,Доллар США,74.0274
13.03.2020,13.03.2020,978,EUR,1,Евро,83.6584
14.03.2020,14.03.2020,840,USD,1,Доллар США,73.1882
14.03.2020,14.03.2020,978,EUR,1,Евро,81.861
15.03.2020,15.03.2020,840,USD,1,Доллар США,73.1882
15.03.2020,15.03.2020,978,EUR,1,Евро,81.861
16.03.2020,16.03.2020,840,USD,1,Доллар США,73.1882
16.03.2020,16.03.2020,978,EUR,1,Евро,81.861
17.03.2020,17.03.2020,840,USD,1,Доллар США,74.1262
17.03.2020,17.03.2020,978,EUR,1,Евро,82.7471
18.03.2020,18.03.2020,840,USD,1,Доллар США,73.8896
18.03.2020,18.03.2020,978,EUR,1,Евро,82.3056
19.03.2020,19.03.2020,840,USD,1,Доллар США,77.2131
19.03.2020,19.03.2020,978,EUR,1,Евро,84.8881
20.03.2020,20.03.2020,840,USD,1,Доллар США,80.157
20.03.2020,20.03.2020,978,EUR,1,Евро,87.2669
21.03.2020,21.03.2020,840,USD,1,Доллар США,78.0443
21.03.2020,21.03.2020,978,EUR,1,Евро,84.1552
22.03.2020,22.03.2020,840,USD,1,Доллар США,78.0443
22.03.2020,22.03.2020,978,EUR,1,Евро,84.1552
23.03.2020,23.03.2020,840,USD,1,Доллар США,78.0443
23.03.2020,23.03.2020,978,EUR,1,Евро,84.1552
24.03.2020,24.03.2020,840,USD,1,Доллар США,80.8815
24.03.2020,24.03.2020,978,EUR,1,Евро,86.705
25.03.2020,25.03.2020,840,USD,1,Доллар США,78.8493
25.03.2020,25.03.2020,978,EUR,1,Евро,85.4253
26.03.2020,26.03.2020,840,USD,1,Доллар США,77.7928
26.03.2020,26.03.2020,978,EUR,1,Евро,84.1485
27.03.2020,27.03.2020,840,USD,1,Доллар США,78.7223
27.03.2020,27.03.2020,978,EUR,1,Евро,85.9648
28.03.2020,28.03.2020,840,USD,1,Доллар США,77.7325
28.03.2020,28.03.2020,978,EUR,1,Евро,85.7389
29.03.2020,29.03.2020,840,USD,1,Доллар США,77.7325
29.03.2020,29.03.2020,978,EUR,1,Евро,85.7389
30.03.2020,30.03.2020,840,USD,1,Доллар США,77.7325
30.03.2020,30.03.2020,978,EUR,1,Евро,85.7389
31.03.2020,31.03.2020,840,USD,1,Доллар США,77.7325
31.03.2020,31.03.2020,978,EUR,1,Евро,85.7389
01.04.2020,01.04.2020,840,USD,1,Доллар США,77.7325
01.04.2020,01.04.2020,978,EUR,1,Евро,85.7389
02.04.2020,02.04.2020,840,USD,1,Доллар США,77.7325
02.04.2020,02.04.2020,978,EUR,1,Евро,85.7389
03.04.2020,03.04.2020,840,USD,1,Доллар США,77.7325
03.04.2020,03.04.2020,978,EUR,1,Евро,85.7389
04.04.2020,04.04.2020,840,USD,1,Доллар США,77.7325
04.04.2020,04.04.2020,978,EUR,1,Евро,85.7389
05.04.2020,05.04.2020,840,USD,1,Доллар США,77.7325
05.04.2020,05.04.2020,978,EUR,1,Евро,85.7389
06.04.2020,06.04.2020,840,USD,1,Доллар США,77.7325
06.04.2020,06.04.2020,978,EUR,1,Евро,85.7389
07.04.2020,07.04.2020,840,USD,1,Доллар США,76.4074
07.04.2020,07.04.2020,978,EUR,1,Евро,82.6346
08.04.2020,08.04.2020,840,USD,1,Доллар США,75.455
08.04.2020,08.04.2020,978,EUR,1,Евро,82.012
09.04.2020,09.04.2020,840,USD,1,Доллар США,75.7499
09.04.2020,09.04.2020,978,EUR,1,Евро,82.2341
10.04.2020,10.04.2020,840,USD,1,Доллар США,74.605
10.04.2020,10.04.2020,978,EUR,1,Евро,81.0882
11.04.2020,11.04.2020,840,USD,1,Доллар США,73.7515
11.04.2020,11.04.2020,978,EUR,1,Евро,80.7358
12.04.2020,12.04.2020,840,USD,1,Доллар США,73.7515
12.04.2020,12.04.2020,978,EUR,1,Евро,80.7358
13.04.2020,13.04.2020,840,USD,1,Доллар США,73.7515
13.04.2020,13.04.2020,978,EUR,1,Евро,80.7358
14.04.2020,14.04.2020,840,USD,1,Доллар США,73.5245
14.04.2020,14.04.2020,978,EUR,1,Евро,80.5387
15.04.2020,15.04.2020,840,USD,1,Доллар США,73.315
15.04.2020,15.04.2020,978,EUR,1,Евро,80.1186
16.04.2020,16.04.2020,840,USD,1,Доллар США,73.7145
16.04.2020,16.04.2020,978,EUR,1,Евро,80.6731
17.04.2020,17.04.2020,840,USD,1,Доллар США,74.7119
17.04.2020,17.04.2020,978,EUR,1,Евро,81.2791
18.04.2020,18.04.2020,840,USD,1,Доллар США,73.9441
18.04.2020,18.04.2020,978,EUR,1,Евро,80.111
19.04.2020,19.04.2020,840,USD,1,Доллар США,73.9441
19.04.2020,19.04.2020,978,EUR,1,Евро,80.111
20.04.2020,20.04.2020,840,USD,1,Доллар США,73.9441
20.04.2020,20.04.2020,978,EUR,1,Евро,80.111
21.04.2020,21.04.2020,840,USD,1,Доллар США,74.6657
21.04.2020,21.04.2020,978,EUR,1,Евро,81.1019
22.04.2020,22.04.2020,840,USD,1,Доллар США,76.2562
22.04.2020,22.04.2020,978,EUR,1,Евро,82.616
23.04.2020,23.04.2020,840,USD,1,Доллар США,77.0416
23.04.2020,23.04.2020,978,EUR,1,Евро,83.6826
24.04.2020,24.04.2020,840,USD,1,Доллар США,75.129
24.04.2020,24.04.2020,978,EUR,1,Евро,81.1468
25.04.2020,25.04.2020,840,USD,1,Доллар США,74.7163
25.04.2020,25.04.2020,978,EUR,1,Евро,80.2528
26.04.2020,26.04.2020,840,USD,1,Доллар США,74.7163
26.04.2020,26.04.2020,978,EUR,1,Евро,80.2528
27.04.2020,27.04.2020,840,USD,1,Доллар США,74.7163
27.04.2020,27.04.2020,978,EUR,1,Евро,80.2528
28.04.2020,28.04.2020,840,USD,1,Доллар США,74.496
28.04.2020,28.04.2020,978,EUR,1,Евро,80.7611
29.04.2020,29.04.2020,840,USD,1,Доллар США,74.5706
29.04.2020,29.04.2020,978,EUR,1,Евро,80.7749
30.04.2020,30.04.2020,840,USD,1,Доллар США,73.6894
30.04.2020,30.04.2020,978,EUR,1,Евро,80.0488
01.05.2020,01.05.2020,840,USD,1,Доллар США,72.7263
01.05.2020,01.05.2020,978,EUR,1,Евро,79.1189
02.05.2020,02.05.2020,840,USD,1,Доллар США,72.7263
02.05.2020,02.05.2020,978,EUR,1,Евро,79.1189
03.05.2020,03.05.2020,840,USD,1,Доллар США,72.7263
03.05.2020,03.05.2020,978,EUR,1,Евро,79.1189
04.05.2020,04.05.2020,840,USD,1,Доллар США,72.7263
04.05.2020,04.05.2020,978,EUR,1,Евро,79.1189
05.05.2020,05.05.2020,840,USD,1,Доллар США,72.7263
05.05.2020,05.05.2020,978,EUR,1,Евро,79.1189
06.05.2020,06.05.2020,840,USD,1,Доллар США,72.7263
06.05.2020,06.05.2020,978,EUR,1,Евро,79.1189
07.05.2020,07.05.2020,840,USD,1,Доллар США,73.9719
07.05.2020,07.05.2020,978,EUR,1,Евро,80.0598
08.05.2020,08.05.2020,840,USD,1,Доллар США,74.1169
08.05.2020,08.05.2020,978,EUR,1,Евро,80.0611
09.05.2020,09.05.2020,840,USD,1,Доллар США,73.8725
09.05.2020,09.05.2020,978,EUR,1,Евро,80.0039
10.05.2020,10.05.2020,840,USD,1,Доллар США,73.8725
10.05.2020,10.05.2020,978,EUR,1,Евро,80.0039
11.05.2020,11.05.2020,840,USD,1,Доллар США,73.8725
11.05.2020,11.05.2020,978,EUR,1,Евро,80.0039
12.05.2020,12.05.2020,840,USD,1,Доллар США,73.8725
12.05.2020,12.05.2020,978,EUR,1,Евро,80.0039
13.05.2020,13.05.2020,840,USD,1,Доллар США,73.4326
13.05.2020,13.05.2020,978,EUR,1,Евро,79.4394
14.05.2020,14.05.2020,840,USD,1,Доллар США,73.5819
14.05.2020,14.05.2020,978,EUR,1,Евро,79.7775
15.05.2020,15.05.2020,840,USD,1,Доллар США,73.9298
15.05.2020,15.05.2020,978,EUR,1,Евро,79.9033
16.05.2020,16.05.2020,840,USD,1,Доллар США,73.2056
16.05.2020,16.05.2020,978,EUR,1,Евро,79.1279
17.05.2020,17.05.2020,840,USD,1,Доллар США,73.2056
17.05.2020,17.05.2020,978,EUR,1,Евро,79.1279
18.05.2020,18.05.2020,840,USD,1,Доллар США,73.2056
18.05.2020,18.05.2020,978,EUR,1,Евро,79.1279
19.05.2020,19.05.2020,840,USD,1,Доллар США,72.9798
19.05.2020,19.05.2020,978,EUR,1,Евро,78.9422
20.05.2020,20.05.2020,840,USD,1,Доллар США,72.3918
20.05.2020,20.05.2020,978,EUR,1,Евро,79.1677
21.05.2020,21.05.2020,840,USD,1,Доллар США,72.3381
21.05.2020,21.05.2020,978,EUR,1,Евро,79.1813
22.05.2020,22.05.2020,840,USD,1,Доллар США,70.924
22.05.2020,22.05.2020,978,EUR,1,Евро,77.7965
23.05.2020,23.05.2020,840,USD,1,Доллар США,71.8804
23.05.2020,23.05.2020,978,EUR,1,Евро,78.4431
24.05.2020,24.05.2020,840,USD,1,Доллар США,71.8804
24.05.2020,24.05.2020,978,EUR,1,Евро,78.4431
25.05.2020,25.05.2020,840,USD,1,Доллар США,71.8804
25.05.2020,25.05.2020,978,EUR,1,Евро,78.4431
26.05.2020,26.05.2020,840,USD,1,Доллар США,71.5962
26.05.2020,26.05.2020,978,EUR,1,Евро,77.8823
27.05.2020,27.05.2020,840,USD,1,Доллар США,71.1408
27.05.2020,27.05.2020,978,EUR,1,Евро,77.7854
28.05.2020,28.05.2020,840,USD,1,Доллар США,71.0635
28.05.2020,28.05.2020,978,EUR,1,Евро,77.9069
29.05.2020,29.05.2020,840,USD,1,Доллар США,71.1012
29.05.2020,29.05.2020,978,EUR,1,Евро,78.2611
30.05.2020,30.05.2020,840,USD,1,Доллар США,70.752
30.05.2020,30.05.2020,978,EUR,1,Евро,78.5489
31.05.2020,31.05.2020,840,USD,1,Доллар США,70.752
31.05.2020,31.05.2020,978,EUR,1,Евро,78.5489
01.06.2020,01.06.2020,840,USD,1,Доллар США,70.752
01.06.2020,01.06.2020,978,EUR,1,Евро,78.5489
02.06.2020,02.06.2020,840,USD,1,Доллар США,69.7114
02.06.2020,02.06.2020,978,EUR,1,Евро,77.6376
03.06.2020,03.06.2020,840,USD,1,Доллар США,68.9831
03.06.2020,03.06.2020,978,EUR,1,Евро,76.7782
04.06.2020,04.06.2020,840,USD,1,Доллар США,68.3413
04.06.2020,04.06.2020,978,EUR,1,Евро,76.6243
05.06.2020,05.06.2020,840,USD,1,Доллар США,69.0151
05.06.2020,05.06.2020,978,EUR,1,Евро,77.3245
06.06.2020,06.06.2020,840,USD,1,Доллар США,68.6319
06.06.2020,06.06.2020,978,EUR,1,Евро,77.9658
07.06.2020,07.06.2020,840,USD,1,Доллар США,68.6319
07.06.2020,07.06.2020,978,EUR,1,Евро,77.9658
08.06.2020,08.06.2020,840,USD,1,Доллар США,68.6319
08.06.2020,08.06.2020,978,EUR,1,Евро,77.9658
09.06.2020,09.06.2020,840,USD,1,Доллар США,68.3123
09.06.2020,09.06.2020,978,EUR,1,Евро,77.1861
10.06.2020,10.06.2020,840,USD,1,Доллар США,68.6745
10.06.2020,10.06.2020,978,EUR,1,Евро,77.3481
11.06.2020,11.06.2020,840,USD,1,Доллар США,68.6183
11.06.2020,11.06.2020,978,EUR,1,Евро,77.9229
12.06.2020,12.06.2020,840,USD,1,Доллар США,69.1219
12.06.2020,12.06.2020,978,EUR,1,Евро,78.5225
13.06.2020,13.06.2020,840,USD,1,Доллар США,69.1219
13.06.2020,13.06.2020,978,EUR,1,Евро,78.5225
14.06.2020,14.06.2020,840,USD,1,Доллар США,69.1219
14.06.2020,14.06.2020,978,EUR,1,Евро,78.5225
15.06.2020,15.06.2020,840,USD,1,Доллар США,69.1219
15.06.2020,15.06.2020,978,EUR,1,Евро,78.5225
16.06.2020,16.06.2020,840,USD,1,Доллар США,70.395
16.06.2020,16.06.2020,978,EUR,1,Евро,79.1451
17.06.2020,17.06.2020,840,USD,1,Доллар США,69.7524
17.06.2020,17.06.2020,978,EUR,1,Евро,79.0434
18.06.2020,18.06.2020,840,USD,1,Доллар США,69.4822
18.06.2020,18.06.2020,978,EUR,1,Евро,78.3829
19.06.2020,19.06.2020,840,USD,1,Доллар США,69.618
19.06.2020,19.06.2020,978,EUR,1,Евро,78.2924
20.06.2020,20.06.2020,840,USD,1,Доллар США,69.5725
20.06.2020,20.06.2020,978,EUR,1,Евро,78.0047
21.06.2020,21.06.2020,840,USD,1,Доллар США,69.5725
21.06.2020,21.06.2020,978,EUR,1,Евро,78.0047
22.06.2020,22.06.2020,840,USD,1,Доллар США,69.5725
22.06.2020,22.06.2020,978,EUR,1,Евро,78.0047
23.06.2020,23.06.2020,840,USD,1,Доллар США,69.4835
23.06.2020,23.06.2020,978,EUR,1,Евро,77.8285
24.06.2020,24.06.2020,840,USD,1,Доллар США,68.8376
24.06.2020,24.06.2020,978,EUR,1,Евро,77.6832
25.06.2020,25.06.2020,840,USD,1,Доллар США,68.8376
25.06.2020,25.06.2020,978,EUR,1,Евро,77.759
26.06.2020,26.06.2020,840,USD,1,Доллар США,69.466
26.06.2020,26.06.2020,978,EUR,1,Евро,78.0589
27.06.2020,27.06.2020,840,USD,1,Доллар США,69.1284
27.06.2020,27.06.2020,978,EUR,1,Евро,77.5413
28.06.2020,28.06.2020,840,USD,1,Доллар США,69.1284
28.06.2020,28.06.2020,978,EUR,1,Евро,77.5413
29.06.2020,29.06.2020,840,USD,1,Доллар США,69.1284
29.06.2020,29.06.2020,978,EUR,1,Евро,77.5413
30.06.2020,30.06.2020,840,USD,1,Доллар США,69.9513
30.06.2020,30.06.2020,978,EUR,1,Евро,78.6812
01.07.2020,01.07.2020,840,USD,1,Доллар США,70.4413
01.07.2020,01.07.2020,978,EUR,1,Евро,78.9929
02.07.2020,02.07.2020,840,USD,1,Доллар США,70.4413
02.07.2020,02.07.2020,978,EUR,1,Евро,79.1901
03.07.2020,03.07.2020,840,USD,1,Доллар США,70.5198
03.07.2020,03.07.2020,978,EUR,1,Евро,79.5181
04.07.2020,04.07.2020,840,USD,1,Доллар США,70.4999
04.07.2020,04.07.2020,978,EUR,1,Евро,79.2207
05.07.2020,05.07.2020,840,USD,1,Доллар США,70.4999
05.07.2020,05.07.2020,978,EUR,1,Евро,79.2207
06.07.2020,06.07.2020,840,USD,1,Доллар США,70.4999
06.07.2020,06.07.2020,978,EUR,1,Евро,79.2207
07.07.2020,07.07.2020,840,USD,1,Доллар США,71.3409
07.07.2020,07.07.2020,978,EUR,1,Евро,80.5581
08.07.2020,08.07.2020,840,USD,1,Доллар США,72.1719
08.07.2020,08.07.2020,978,EUR,1,Евро,81.4676
09.07.2020,09.07.2020,840,USD,1,Доллар США,71.2379
09.07.2020,09.07.2020,978,EUR,1,Евро,80.4062
10.07.2020,10.07.2020,840,USD,1,Доллар США,70.88
10.07.2020,10.07.2020,978,EUR,1,Евро,80.4134
11.07.2020,11.07.2020,840,USD,1,Доллар США,71.2298
11.07.2020,11.07.2020,978,EUR,1,Евро,80.2689
12.07.2020,12.07.2020,840,USD,1,Доллар США,71.2298
12.07.2020,12.07.2020,978,EUR,1,Евро,80.2689
13.07.2020,13.07.2020,840,USD,1,Доллар США,71.2298
13.07.2020,13.07.2020,978,EUR,1,Евро,80.2689
14.07.2020,14.07.2020,840,USD,1,Доллар США,70.7479
14.07.2020,14.07.2020,978,EUR,1,Евро,80.0937
15.07.2020,15.07.2020,840,USD,1,Доллар США,71.1275
15.07.2020,15.07.2020,978,EUR,1,Евро,80.623
16.07.2020,16.07.2020,840,USD,1,Доллар США,70.7998
16.07.2020,16.07.2020,978,EUR,1,Евро,80.8392
17.07.2020,17.07.2020,840,USD,1,Доллар США,71.231
17.07.2020,17.07.2020,978,EUR,1,Евро,81.2318
18.07.2020,18.07.2020,840,USD,1,Доллар США,71.7139
18.07.2020,18.07.2020,978,EUR,1,Евро,81.6821
19.07.2020,19.07.2020,840,USD,1,Доллар США,71.7139
19.07.2020,19.07.2020,978,EUR,1,Евро,81.6821
20.07.2020,20.07.2020,840,USD,1,Доллар США,71.7139
20.07.2020,20.07.2020,978,EUR,1,Евро,81.6821
21.07.2020,21.07.2020,840,USD,1,Доллар США,71.9628
21.07.2020,21.07.2020,978,EUR,1,Евро,82.3902
22.07.2020,22.07.2020,840,USD,1,Доллар США,70.9668
22.07.2020,22.07.2020,978,EUR,1,Евро,81.2499
23.07.2020,23.07.2020,840,USD,1,Доллар США,70.7881
23.07.2020,23.07.2020,978,EUR,1,Евро,81.5904
24.07.2020,24.07.2020,840,USD,1,Доллар США,70.963
24.07.2020,24.07.2020,978,EUR,1,Евро,82.1893
25.07.2020,25.07.2020,840,USD,1,Доллар США,71.5974
25.07.2020,25.07.2020,978,EUR,1,Евро,83.1031
26.07.2020,26.07.2020,840,USD,1,Доллар США,71.5974
26.07.2020,26.07.2020,978,EUR,1,Евро,83.1031
27.07.2020,27.07.2020,840,USD,1,Доллар США,71.5974
27.07.2020,27.07.2020,978,EUR,1,Евро,83.1031
28.07.2020,28.07.2020,840,USD,1,Доллар США,71.585
28.07.2020,28.07.2020,978,EUR,1,Евро,83.7759
29.07.2020,29.07.2020,840,USD,1,Доллар США,71.9196
29.07.2020,29.07.2020,978,EUR,1,Евро,84.261
30.07.2020,30.07.2020,840,USD,1,Доллар США,72.2348
30.07.2020,30.07.2020,978,EUR,1,Евро,84.912
31.07.2020,31.07.2020,840,USD,1,Доллар США,73.3633
31.07.2020,31.07.2020,978,EUR,1,Евро,86.2532
01.08.2020,01.08.2020,840,USD,1,Доллар США,73.4261
01.08.2020,01.08.2020,978,EUR,1,Евро,87.2889
02.08.2020,02.08.2020,840,USD,1,Доллар США,73.4261
02.08.2020,02.08.2020,978,EUR,1,Евро,87.2889
03.08.2020,03.08.2020,840,USD,1,Доллар США,73.4261
03.08.2020,03.08.2020,978,EUR,1,Евро,87.2889
04.08.2020,04.08.2020,840,USD,1,Доллар США,74.1586
04.08.2020,04.08.2020,978,EUR,1,Евро,87.2253
05.08.2020,05.08.2020,840,USD,1,Доллар США,73.3806
05.08.2020,05.08.2020,978,EUR,1,Евро,86.5011
06.08.2020,06.08.2020,840,USD,1,Доллар США,73.2806
06.08.2020,06.08.2020,978,EUR,1,Евро,86.625
07.08.2020,07.08.2020,840,USD,1,Доллар США,73.0397
07.08.2020,07.08.2020,978,EUR,1,Евро,86.6178
08.08.2020,08.08.2020,840,USD,1,Доллар США,73.6376
08.08.2020,08.08.2020,978,EUR,1,Евро,87.1722
09.08.2020,09.08.2020,840,USD,1,Доллар США,73.6376
09.08.2020,09.08.2020,978,EUR,1,Евро,87.1722
10.08.2020,10.08.2020,840,USD,1,Доллар США,73.6376
10.08.2020,10.08.2020,978,EUR,1,Евро,87.1722
11.08.2020,11.08.2020,840,USD,1,Доллар США,73.775
11.08.2020,11.08.2020,978,EUR,1,Евро,86.8258
12.08.2020,12.08.2020,840,USD,1,Доллар США,73.1522
12.08.2020,12.08.2020,978,EUR,1,Евро,85.9246
13.08.2020,13.08.2020,840,USD,1,Доллар США,73.2351
13.08.2020,13.08.2020,978,EUR,1,Евро,85.956
14.08.2020,14.08.2020,840,USD,1,Доллар США,73.6067
14.08.2020,14.08.2020,978,EUR,1,Евро,87.0399
15.08.2020,15.08.2020,840,USD,1,Доллар США,73.2157
15.08.2020,15.08.2020,978,EUR,1,Евро,86.4092
16.08.2020,16.08.2020,840,USD,1,Доллар США,73.2157
16.08.2020,16.08.2020,978,EUR,1,Евро,86.4092
17.08.2020,17.08.2020,840,USD,1,Доллар США,73.2157
17.08.2020,17.08.2020,978,EUR,1,Евро,86.4092
18.08.2020,18.08.2020,840,USD,1,Доллар США,72.9676
18.08.2020,18.08.2020,978,EUR,1,Евро,86.4666
